Annotation,Begin_end,M003,M002,M007,M004,M005,M018,M019,M015,M016,M020,M017,M009,M013,M031,M021,M012,M014,M008,M006,M030,M010,M026,M022,M028,M027,M029,M023,M025,M001,M024,M011,D001,D002,c,ENTERHOME,Duration,Start_Date,End_Date,Start_Time,End_Time,season,weekday,preact,nextact,shift_1
Meal_Preparation,,,,,,,39,108,66,60,6,40,2,4,,4,,4,,,,,,4,,,,4,,,,,,,,,13,25-01-2011,25-01-2011,11:07:32,11:20:34,winter,Tuesday,Meal_Preparation,Relax, late Morning
Relax,,,,,,,6,12,18,,44,,131,44,,4,12,6,,,4,24,,4,,,4,,,,,,,,,,48,25-01-2011,25-01-2011,11:29:54,12:18:18,winter,Tuesday,Meal_Preparation,Meal_Preparation,Noon
Meal_Preparation,,,,4,4,4,61,132,90,,125,58,98,21,2,10,2,42,8,4,,27,,,,,,,,,,,,,,,23,25-01-2011,25-01-2011,12:19:04,12:42:25,winter,Tuesday,Relax,Relax,Noon
Relax,,,,,,,6,4,4,,31,,155,47,,2,6,11,4,,,35,,,,,,,,,,2,2,,,,49,25-01-2011,25-01-2011,12:42:41,13:31:37,winter,Tuesday,Meal_Preparation,Relax,Noon
Relax,,,,4,4,2,,,,,10,,79,14,,2,,3,4,2,,18,,,,,,,,,,,,,,,28,25-01-2011,25-01-2011,13:35:17,14:03:20,winter,Tuesday,Relax,Meal_Preparation,Noon
Meal_Preparation,,,,,,,21,125,130,,4,28,28,4,,2,,4,,,,6,,,,,,,,,,,,,,,15,25-01-2011,25-01-2011,14:03:30,14:18:45,winter,Tuesday,Relax,Eating,afternoon
Eating,,,,,,,3,,2,,20,,14,8,,3,,19,,,,4,,2,,,,2,,,2,,,,,,3,25-01-2011,25-01-2011,14:18:50,14:21:41,winter,Tuesday,Meal_Preparation,Relax,afternoon
Relax,,,,,,,,,,,4,,35,4,,,,1,,,,2,,,,,,,,,17,,,,,,14,25-01-2011,25-01-2011,14:33:22,14:46:59,winter,Tuesday,Eating,Relax,afternoon
Relax,,,,,,,,,,,6,,41,6,,,,,,,,,,,,,,2,,,175,,,,,,46,25-01-2011,25-01-2011,15:09:38,15:55:33,winter,Tuesday,Relax,Relax,afternoon
Relax,,,,,,,,,,,3,,13,1,,,,,,,,,,,,,,,,,43,,,,,,8,25-01-2011,25-01-2011,16:08:29,16:16:29,winter,Tuesday,Relax,Relax,Late afternoon
Relax,,,,,,,,,,,7,,13,5,,4,,2,,,,,,4,,,,4,,,31,,,,,,21,25-01-2011,25-01-2011,16:31:10,16:52:21,winter,Tuesday,Relax,Meal_Preparation,Late afternoon
Meal_Preparation,,,,,,,7,26,16,,1,8,,,,1,,11,,,,,,,,,,,,,6,,,,,,5,25-01-2011,25-01-2011,16:52:25,16:57:21,winter,Tuesday,Relax,Meal_Preparation,Late afternoon
Meal_Preparation,,,,,,,47,78,24,38,9,26,,12,,12,4,27,2,2,,,,12,,,4,10,,,38,2,,,,,15,25-01-2011,25-01-2011,17:00:38,17:15:50,winter,Tuesday,Meal_Preparation,Relax,Late afternoon
Relax,,,,,,,,,,,2,,33,4,,,,,,,,,,,,,4,4,,,69,,,,,,12,25-01-2011,25-01-2011,17:16:21,17:28:05,winter,Tuesday,Meal_Preparation,Meal_Preparation,Late afternoon
Meal_Preparation,,,,,,,97,228,164,34,34,22,12,20,2,11,6,49,,,2,4,,10,,,,8,,,121,,,,,,32,25-01-2011,25-01-2011,17:28:08,18:00:16,winter,Tuesday,Relax,Meal_Preparation,Late afternoon
Meal_Preparation,,,,,,,67,84,76,4,39,52,6,22,,19,6,67,2,,,8,,10,,,4,6,,,56,,,,,,11,25-01-2011,25-01-2011,18:00:43,18:12:06,winter,Tuesday,Meal_Preparation,Eating,Evening
Eating,,,,,,,12,22,18,,6,,,5,,6,,133,,,,,,6,2,,8,10,,,44,,,,,,20,25-01-2011,25-01-2011,18:12:13,18:32:10,winter,Tuesday,Meal_Preparation,Eating,Evening
Eating,,,,,,,6,10,10,,8,,,4,,4,,31,,,,,1,3,2,,2,,,,,,,,,,5,25-01-2011,25-01-2011,18:35:03,18:39:36,winter,Tuesday,Eating,Relax,Evening
Relax,,,,,,,14,8,2,18,77,2,157,22,,12,32,106,12,,2,228,,4,,,6,,,,,12,,,,,20,25-01-2011,25-01-2011,18:46:40,19:06:32,winter,Tuesday,Eating,Meal_Preparation,Evening
Meal_Preparation,,,,,,,13,32,2,40,4,24,39,4,,,4,1,,,,49,,,,,,,,,,,,,,,4,25-01-2011,25-01-2011,19:06:34,19:10:16,winter,Tuesday,Relax,Meal_Preparation,Evening
Meal_Preparation,,2,,8,,2,59,90,66,18,43,32,14,43,,25,26,49,22,14,2,8,2,32,4,2,4,32,,,18,2,,,,,8,25-01-2011,25-01-2011,19:17:37,19:25:47,winter,Tuesday,Meal_Preparation,Meal_Preparation,Evening
Meal_Preparation,,,,,,,27,98,76,16,,26,,,,1,,10,,,,,,,,,,,,,,,,,,,13,25-01-2011,25-01-2011,19:30:13,19:43:33,winter,Tuesday,Meal_Preparation,Eating,Evening
Eating,,,,,,,,,,,1,,,,,1,,21,,,,,,,,,,,,,,,,,,,2,25-01-2011,25-01-2011,19:43:37,19:45:25,winter,Tuesday,Meal_Preparation,Relax,Evening
Relax,,,,,,,1,,,,4,,259,18,,,,,,,,20,,,,,,,,,,,,,,,93,25-01-2011,25-01-2011,19:47:17,21:20:26,winter,Tuesday,Eating,Relax,Night
Relax,,,,,,,,,,,6,,19,4,,,,,,,,,,,,,,,,,,,,,,,26,25-01-2011,25-01-2011,21:47:17,22:13:00,winter,Tuesday,Relax,Relax,Night
Relax,,,,,,,,,,,19,,471,28,,,,,,,,6,,,,,,,,,,,,,,,169,25-01-2011,26-01-2011,22:13:49,01:02:29,winter,Tuesday,Relax,Relax,Late Night
Relax,,,,,,,,,,,7,,163,11,,,2,,,,,2,,,,,,,,,,,,,,,29,26-01-2011,26-01-2011,01:09:10,01:37:59,winter,Wednesday,Relax,Meal_Preparation, Morning
Meal_Preparation,,,,,,,3,48,16,6,,,,,,,,1,,,,,,,,,,,,,,,,,,,5,26-01-2011,26-01-2011,08:32:41,08:37:32,winter,Wednesday,Relax,Eating, Morning
Eating,,,,,,,2,,,,2,,,,,,,11,,,,,,,,,,,,,,,,,,,5,26-01-2011,26-01-2011,08:38:20,08:43:09,winter,Wednesday,Meal_Preparation,Relax, Morning
Relax,,,,,,,,,,,10,,41,12,,,4,,,,,,,,,,,,,,,,,,,,16,26-01-2011,26-01-2011,08:44:53,09:00:58,winter,Wednesday,Eating,Relax, Morning
Relax,,,,,,,,,,,15,,85,21,,,,,,,,,,,,,,,,,,,,,,,31,26-01-2011,26-01-2011,09:01:51,09:32:31,winter,Wednesday,Relax,Meal_Preparation, Morning
Meal_Preparation,,,,,,,15,44,40,2,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,4,26-01-2011,26-01-2011,10:03:59,10:08:06,winter,Wednesday,Relax,Meal_Preparation, late Morning
Meal_Preparation,,,,,,,37,70,34,14,1,28,,,,,,25,1,,,,,,,,,,,,,,,,,,7,26-01-2011,26-01-2011,10:14:18,10:21:16,winter,Wednesday,Meal_Preparation,Eating, late Morning
Eating,,,,,,,,,,,2,,,,,,,27,,,,,,,,,,,,,,,,,,,5,26-01-2011,26-01-2011,10:22:49,10:28:08,winter,Wednesday,Meal_Preparation,Relax, late Morning
Relax,,,,,,,,,,,10,,43,6,,,,4,,,,,,,,,,,,,,,,,,,10,26-01-2011,26-01-2011,10:28:45,10:38:33,winter,Wednesday,Eating,Meal_Preparation, late Morning
Meal_Preparation,,,,,,,37,176,132,,1,34,,,,1,,,,,,,,1,,,,,,,,,,,,,16,26-01-2011,26-01-2011,11:22:18,11:38:15,winter,Wednesday,Relax,Leave_Home, late Morning
Leave_Home,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,0,26-01-2011,26-01-2011,11:40:36,11:40:41,winter,Wednesday,Meal_Preparation,Enter_Home, late Morning
Enter_Home,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,26-01-2011,26-01-2011,15:02:38,15:02:42,winter,Wednesday,Leave_Home,Relax,afternoon
Relax,,,,,,,,,,,2,,7,4,,,,1,,,,,,,,,,,,,,,,,,,8,26-01-2011,26-01-2011,15:22:42,15:30:12,winter,Wednesday,Enter_Home,Relax,afternoon
Relax,,,,,,,,,,,10,,45,16,,,,,,,,,,,,,,,,,,,,,,,63,26-01-2011,26-01-2011,15:31:25,16:34:42,winter,Wednesday,Relax,Work,afternoon
Work,,,,,,,,,,,,,,,,,,,,,,,75,1,1,36,,,,,,,,,,,24,26-01-2011,26-01-2011,17:08:05,17:32:25,winter,Wednesday,Relax,Work,Late afternoon
Work,,,,,,,,,,,,,,,,,,,,,,,149,1,1,51,,,,,,,,,,,72,26-01-2011,26-01-2011,17:36:30,18:48:52,winter,Wednesday,Work,Meal_Preparation,Evening
Meal_Preparation,,,,,,,9,38,32,18,1,18,,,,,,,,,,,,,,,,,,,,,,,,,5,26-01-2011,26-01-2011,18:49:54,18:55:15,winter,Wednesday,Work,Meal_Preparation,Evening
Meal_Preparation,,,,,,,11,25,,,,2,,,,1,,,1,,,,,,,,,,,,,,,,,,2,26-01-2011,26-01-2011,18:58:48,19:00:30,winter,Wednesday,Meal_Preparation,Meal_Preparation,Evening
Meal_Preparation,,,,,,,9,16,10,6,,2,,,,,,1,,,,,,,,,,,,,,,,,,,1,26-01-2011,26-01-2011,19:01:37,19:02:54,winter,Wednesday,Meal_Preparation,Relax,Evening
Relax,,,,,,,,,,,4,,19,4,,,,1,,,,,,,,,,,,,,,,,,,22,26-01-2011,26-01-2011,19:03:01,19:25:18,winter,Wednesday,Meal_Preparation,Relax,Evening
Relax,,,,,,,,,,,4,,39,2,,,,,,,,,,,,,,,,,,,,,,,17,26-01-2011,26-01-2011,19:25:38,19:42:36,winter,Wednesday,Relax,Relax,Evening
Relax,,,,,,,,,,,4,,81,4,,,,1,,,,,,,,,,,,,,,,,,,35,26-01-2011,26-01-2011,19:46:55,20:22:05,winter,Wednesday,Relax,Relax,Night
Relax,,,,,,,,,,,6,,41,8,,,,,,,,2,,,,,,,,,,,,,,,21,26-01-2011,26-01-2011,20:22:46,20:44:10,winter,Wednesday,Relax,Relax,Night
Relax,,,,,,,,,,,10,,15,8,,,,,,,,,,,,,,,,,,,,,,,4,26-01-2011,26-01-2011,20:46:19,20:50:46,winter,Wednesday,Relax,Relax,Night
Relax,,,,,,,,,,,4,,39,1,,,,,,,,2,,,,,,,,,,,,,,,19,26-01-2011,26-01-2011,20:53:59,21:12:30,winter,Wednesday,Relax,Relax,Night
Relax,,,,,,,,,,,5,,7,5,,,,,,,,2,,,,,,,,,,,,,,,3,26-01-2011,26-01-2011,21:15:38,21:19:00,winter,Wednesday,Relax,Relax,Night
Relax,,,,,,,,,,,3,,9,1,,,,,,,,,,,,,,,,,,,,,,,20,26-01-2011,26-01-2011,21:20:11,21:40:03,winter,Wednesday,Relax,Relax,Night
Relax,,,,,,,,,,,7,,1465,13,,,,,,,,,,,,,,,,,,,,,,,192,26-01-2011,27-01-2011,21:40:42,00:53:12,winter,Wednesday,Relax,Sleeping,Late Night
Sleeping,,105,12,12,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,27-01-2011,27-01-2011,01:10:49,06:12:56,winter,Thursday,Relax,Meal_Preparation,early Morning
Meal_Preparation,,,,,,,7,68,28,16,,6,,,,,,,,,,,,4,,,,,,,,,,,,,6,27-01-2011,27-01-2011,06:15:11,06:21:21,winter,Thursday,Sleeping,Meal_Preparation,early Morning
Meal_Preparation,,,,,,,7,32,10,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,27-01-2011,27-01-2011,06:28:16,06:30:34,winter,Thursday,Meal_Preparation,Relax,early Morning
Relax,,,,,,,,,,,8,,41,9,,,,1,,,,,,,,,,,,,,,,,,,19,27-01-2011,27-01-2011,06:30:42,06:49:50,winter,Thursday,Meal_Preparation,Relax,early Morning
Relax,,,,,,,,,,,4,,17,4,,,,,,,,,,,,,,,,,,,,,,,8,27-01-2011,27-01-2011,06:50:37,06:58:16,winter,Thursday,Relax,Relax,early Morning
Relax,,,,,,,,,,,23,,51,18,,,,,,,,,,,,,,,,,,,,,,,19,27-01-2011,27-01-2011,07:07:20,07:26:27,winter,Thursday,Relax,Leave_Home,early Morning
Leave_Home,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,0,27-01-2011,27-01-2011,08:51:36,08:51:40,winter,Thursday,Relax,Enter_Home, Morning
Enter_Home,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,0,27-01-2011,27-01-2011,11:21:02,11:21:09,winter,Thursday,Leave_Home,Meal_Preparation, late Morning
Meal_Preparation,,,,,,,33,74,32,48,,6,,,,2,,4,,,,,,,,,,,,,,,,,,,9,27-01-2011,27-01-2011,11:23:41,11:32:28,winter,Thursday,Enter_Home,Leave_Home, late Morning
Leave_Home,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,0,27-01-2011,27-01-2011,11:42:52,11:42:56,winter,Thursday,Meal_Preparation,Enter_Home, late Morning
Enter_Home,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,0,27-01-2011,27-01-2011,14:09:29,14:09:34,winter,Thursday,Leave_Home,Meal_Preparation,afternoon
Meal_Preparation,,,,,,,9,36,18,10,,18,,,,,,9,,,,,,,,,,,,,,,,,,,4,27-01-2011,27-01-2011,14:11:27,14:15:31,winter,Thursday,Enter_Home,Relax,afternoon
Relax,,,,,,,,,,,1,,9,1,,1,,,,,,,,,,,,,,,,,,,,,4,27-01-2011,27-01-2011,14:16:49,14:20:33,winter,Thursday,Meal_Preparation,Relax,afternoon
Relax,,,,,,,,,,,1,,27,4,,,,,,,,,,,,,,,,,,,,,,,19,27-01-2011,27-01-2011,14:22:19,14:41:05,winter,Thursday,Relax,Relax,afternoon
Relax,,,,,,,,,,,7,,95,18,,,,,,,,,,,,,,,,,,,,,,,104,27-01-2011,27-01-2011,14:41:23,16:24:54,winter,Thursday,Relax,Leave_Home,afternoon
Leave_Home,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,0,27-01-2011,27-01-2011,16:52:03,16:52:08,winter,Thursday,Relax,Enter_Home,Late afternoon
Enter_Home,,,,,,,,,,,,,,,,,,,,,5,,,,,,1,,,,,,,,,,0,27-01-2011,27-01-2011,17:48:24,17:48:37,winter,Thursday,Leave_Home,Relax,Late afternoon
Relax,,,,,,,,,,,32,,147,20,,,,,,,,,,,,,,,,,,,,,,,56,27-01-2011,27-01-2011,17:55:37,18:51:32,winter,Thursday,Enter_Home,Meal_Preparation,Evening
Meal_Preparation,,,,,,,25,130,140,20,,24,,,,1,,,,,,,,,,,,,,,,,,,,,18,27-01-2011,27-01-2011,18:53:28,19:11:22,winter,Thursday,Relax,Relax,Evening
Relax,,,,,,,,,,,2,,5,3,,,,1,,,,,,,,,,,,,,,,,,,6,27-01-2011,27-01-2011,19:11:33,19:17:21,winter,Thursday,Meal_Preparation,Relax,Evening
Relax,,,,,,,,,,,4,,25,6,,,,,,,,,,,,,,,,,,,,,,,14,27-01-2011,27-01-2011,19:18:21,19:32:17,winter,Thursday,Relax,Relax,Evening
Relax,,,,,,,,,,,2,,13,6,,,,,,,,,,,,,,,,,,,,,,,9,27-01-2011,27-01-2011,19:34:41,19:43:39,winter,Thursday,Relax,Relax,Evening
Relax,,,,,,,,,,,2,,115,8,,,,,,,,4,,,,,,,,,,,,,,,26,27-01-2011,27-01-2011,19:44:15,20:10:01,winter,Thursday,Relax,Relax,Evening
Relax,,,,,,,,,,,3,,51,5,,,,,,,,2,,,,,,,,,,,,,,,120,27-01-2011,27-01-2011,20:18:06,22:18:27,winter,Thursday,Relax,Sleeping,Night
Sleeping,,61,10,5,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,521,27-01-2011,28-01-2011,22:39:14,07:20:22,winter,Thursday,Relax,Meal_Preparation,Late Night
Meal_Preparation,,,,,,,15,126,110,28,1,16,,,,,,3,,,,,,,,,,,,,,,,,,,15,28-01-2011,28-01-2011,07:27:48,07:42:54,winter,Friday,Sleeping,Meal_Preparation,early Morning
Meal_Preparation,,,,,,,11,38,12,8,,6,,,,,,4,,,,,,,,,,,,,,,,,,,6,28-01-2011,28-01-2011,07:44:08,07:50:18,winter,Friday,Meal_Preparation,Relax,early Morning
Relax,,,,,,,,,,,1,,11,3,,,,,,,,,,,,,,,,,,,,,,,9,28-01-2011,28-01-2011,07:51:18,08:00:00,winter,Friday,Meal_Preparation,Relax,early Morning
Relax,,,,,,,,,,,14,,131,22,,,6,,,,,4,,,,,,,,,,,,,,,27,28-01-2011,28-01-2011,08:00:50,08:27:59,winter,Friday,Relax,Meal_Preparation, Morning
Meal_Preparation,,,,,,,19,60,29,10,2,8,,,,5,,1,,,,,,2,,,,,,,,,,,,,6,28-01-2011,28-01-2011,09:09:36,09:15:10,winter,Friday,Relax,Leave_Home, Morning
Leave_Home,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,0,28-01-2011,28-01-2011,09:36:13,09:36:18,winter,Friday,Meal_Preparation,Enter_Home, Morning
Enter_Home,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,28-01-2011,28-01-2011,10:52:44,10:52:48,winter,Friday,Leave_Home,Meal_Preparation, late Morning
Meal_Preparation,,,,,,,11,38,20,6,1,6,,,,,,1,,,,,,,,,,,,,,,,,,,3,28-01-2011,28-01-2011,11:07:41,11:10:17,winter,Friday,Enter_Home,Meal_Preparation, late Morning
Meal_Preparation,,,,,,,23,110,86,24,8,42,,4,,2,,2,,,,,,,,,,,,,,,,,,,11,28-01-2011,28-01-2011,11:11:11,11:21:42,winter,Friday,Meal_Preparation,Leave_Home, late Morning
Leave_Home,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,0,28-01-2011,28-01-2011,11:38:30,11:38:35,winter,Friday,Meal_Preparation,Enter_Home, late Morning
Enter_Home,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,0,28-01-2011,28-01-2011,13:29:50,13:29:54,winter,Friday,Leave_Home,Relax,Noon
Relax,,,,,,,,,,,2,,11,8,,,,,,,,,,,,,,,,,,,,,,,7,28-01-2011,28-01-2011,13:44:50,13:51:57,winter,Friday,Enter_Home,Relax,Noon
Relax,,,,,,,,,,,8,,35,10,,,,,,,,,,,,,,,,,,,,,,,20,28-01-2011,28-01-2011,13:52:32,14:13:01,winter,Friday,Relax,Leave_Home,afternoon
Leave_Home,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,28-01-2011,28-01-2011,14:24:51,14:24:52,winter,Friday,Relax,Enter_Home,afternoon
Enter_Home,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,0,28-01-2011,28-01-2011,15:17:11,15:17:17,winter,Friday,Leave_Home,Leave_Home,afternoon
Leave_Home,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,0,28-01-2011,28-01-2011,15:20:12,15:20:16,winter,Friday,Enter_Home,Enter_Home,afternoon
Enter_Home,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,28-01-2011,28-01-2011,15:23:20,15:23:24,winter,Friday,Leave_Home,Meal_Preparation,afternoon
Meal_Preparation,,,,,,,129,410,266,34,11,122,,6,,18,4,27,,,,,,20,,,,16,,,98,,,,,,47,28-01-2011,28-01-2011,15:39:44,16:27:05,winter,Friday,Enter_Home,Relax,Late afternoon
Relax,,,,,,,,,,,11,,109,30,,,,,,,,,,,,,,,,,40,,,,,,18,28-01-2011,28-01-2011,16:35:15,16:53:40,winter,Friday,Meal_Preparation,Meal_Preparation,Late afternoon
Meal_Preparation,,,,,,,37,189,143,20,4,24,,,,,,10,,,,,,,,,,,,,98,,,,,,24,28-01-2011,28-01-2011,17:13:05,17:37:26,winter,Friday,Relax,Meal_Preparation,Late afternoon
Meal_Preparation,,,,,,,7,27,19,,1,4,,,,1,,,,,,,,,,,,,,,5,,,,,,3,28-01-2011,28-01-2011,17:43:47,17:46:33,winter,Friday,Meal_Preparation,Meal_Preparation,Late afternoon
Meal_Preparation,,,,,,,9,62,43,,1,8,,,,,,1,,,,,,,,,,,,,4,,,,,,7,28-01-2011,28-01-2011,17:47:52,17:55:20,winter,Friday,Meal_Preparation,Relax,Late afternoon
Relax,,,,,,,,,,,4,,17,9,,,,,,,,,,,,,,,,,,,,,,,6,28-01-2011,28-01-2011,18:04:30,18:10:23,winter,Friday,Meal_Preparation,Meal_Preparation,Evening
Meal_Preparation,,,,,,,27,34,,,2,10,,4,,,,2,,,1,,,,,,,,,,,,,,,,3,28-01-2011,28-01-2011,18:15:07,18:18:24,winter,Friday,Relax,Meal_Preparation,Evening
Meal_Preparation,,,,,,,77,121,100,,4,34,4,4,,2,,124,,,,,,,,,,,,,,,,,,,21,28-01-2011,28-01-2011,18:20:20,18:41:24,winter,Friday,Meal_Preparation,Eating,Evening
Eating,,,,,,,1,,,,,,,,,,,143,,,,,,,,,,,,,,,,,,,28,28-01-2011,28-01-2011,18:41:26,19:09:12,winter,Friday,Meal_Preparation,Eating,Evening
Eating,,,,,,,1,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,15,28-01-2011,28-01-2011,19:10:41,19:25:21,winter,Friday,Eating,Wash_Dishes,Evening
Wash_Dishes,,,,,,,157,358,318,22,1,122,,,,3,,22,,,,,,2,,,2,,,,,,,,,,37,28-01-2011,28-01-2011,19:25:21,20:02:00,winter,Friday,Eating,Relax,Evening
Relax,,,,,,,,,,,30,,329,62,,,20,,,,,289,,,,,,,,,,,,,,,71,28-01-2011,28-01-2011,20:06:57,21:17:30,winter,Friday,Wash_Dishes,Relax,Night
Relax,,,,,,,,,,,,,93,8,,,14,,,,,125,,,,,,,,,,,,,,,28,28-01-2011,28-01-2011,21:35:02,22:03:21,winter,Friday,Relax,Relax,Night
Relax,,,,,,,,,,,30,,229,46,,,8,,,,,12,,,,,,,,,,,,,,,123,28-01-2011,29-01-2011,22:31:36,00:34:45,winter,Friday,Relax,Sleeping,Late Night
Sleeping,,31,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268,29-01-2011,29-01-2011,00:40:57,05:09:04,winter,Saturday,Relax,Bed_to_Toilet, Morning
Bed_to_Toilet,,,,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,29-01-2011,29-01-2011,05:09:11,05:12:01,winter,Saturday,Sleeping,Sleeping, Morning
Sleeping,,17,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,29-01-2011,29-01-2011,05:12:28,08:28:33,winter,Saturday,Bed_to_Toilet,Meal_Preparation,early Morning
Meal_Preparation,,,,,,,5,30,34,4,1,4,,,,1,,1,,,,,,,,,,,,,,,,,,,3,29-01-2011,29-01-2011,08:36:51,08:40:14,winter,Saturday,Sleeping,Meal_Preparation, Morning
Meal_Preparation,,,,,,,12,38,14,2,1,14,,,,,,2,,,,,,,,,,,,,,,,,,,4,29-01-2011,29-01-2011,08:45:27,08:49:53,winter,Saturday,Meal_Preparation,Relax, Morning
Relax,,,,,,,,,,,,,109,4,,,,,,,,,,,,,,,,,,,,,,,25,29-01-2011,29-01-2011,08:51:39,09:16:49,winter,Saturday,Meal_Preparation,Relax, Morning
Relax,,,,,,,,,,,11,,12,10,,1,32,,,,,139,,,,,,,,,,,,,,,24,29-01-2011,29-01-2011,09:22:26,09:46:20,winter,Saturday,Relax,Relax, Morning
Relax,,,,,,,,,,,3,,15,,,,26,,,,,295,,,,,,,,,,,,,,,41,29-01-2011,29-01-2011,10:11:38,10:52:33,winter,Saturday,Relax,Relax, late Morning
Relax,,,,,,,,,,,1,,7,1,,,3,,,,,145,,,,,,,,,,,,,,,16,29-01-2011,29-01-2011,10:53:22,11:09:08,winter,Saturday,Relax,Meal_Preparation, late Morning
Meal_Preparation,,,,,,,35,28,20,16,1,18,,,,1,,1,,,,,,,,,,,,,,,,,,,5,29-01-2011,29-01-2011,11:10:40,11:15:16,winter,Saturday,Relax,Meal_Preparation, late Morning
Meal_Preparation,,,,,,,31,84,20,8,1,32,,,,,,14,,,,,,,,,,,,,,,,,,,11,29-01-2011,29-01-2011,11:16:40,11:27:31,winter,Saturday,Meal_Preparation,Meal_Preparation, late Morning
Meal_Preparation,,,,,,,23,30,30,6,,24,,,,,,2,,,,,,,,,,,,,,,,,,,6,29-01-2011,29-01-2011,11:32:56,11:38:54,winter,Saturday,Meal_Preparation,Relax, late Morning
Relax,,,,,,,,,,,10,,31,7,,,,,,,,,,,,,,,,,,,,,,,5,29-01-2011,29-01-2011,12:20:50,12:25:45,winter,Saturday,Meal_Preparation,Meal_Preparation,Noon
Meal_Preparation,,,,,,,3,6,,2,2,12,,1,,,,1,,,,,,,,,,,,,,,,,,,3,29-01-2011,29-01-2011,12:25:47,12:28:25,winter,Saturday,Relax,Meal_Preparation,Noon
Meal_Preparation,,,,,,,3,4,,4,1,6,,1,,,,1,,,,,,,,,,,,,,,,,,,1,29-01-2011,29-01-2011,12:28:45,12:29:21,winter,Saturday,Meal_Preparation,Relax,Noon
Relax,,,,,,,,,,,30,,283,20,,,,,,,,2,,,,,,,,,,,,,,,23,29-01-2011,29-01-2011,12:29:39,12:52:55,winter,Saturday,Meal_Preparation,Relax,Noon
Relax,,,,,,,,,,,8,,23,7,,,1,,,,,1,,,,,,,,,,,,,,,7,29-01-2011,29-01-2011,13:13:40,13:20:52,winter,Saturday,Relax,Leave_Home,Noon
Leave_Home,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,0,29-01-2011,29-01-2011,13:31:07,13:31:11,winter,Saturday,Relax,Enter_Home,Noon
Enter_Home,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,0,29-01-2011,29-01-2011,15:45:58,15:46:04,winter,Saturday,Leave_Home,Meal_Preparation,afternoon
Meal_Preparation,,,,,,,9,20,12,12,1,12,,,,,,,,,,,,,,,,,,,,,,,,,3,29-01-2011,29-01-2011,15:48:40,15:51:23,winter,Saturday,Enter_Home,Relax,afternoon
Relax,,,,,,,,,,,3,,3,1,,,4,,,,,203,,,,,,,,,,,,,,,18,29-01-2011,29-01-2011,15:52:11,16:10:05,winter,Saturday,Meal_Preparation,Meal_Preparation,Late afternoon
Meal_Preparation,,,,,,,23,22,4,6,2,16,,,,1,,4,,,,,,,,,,,,,,,,,,,4,29-01-2011,29-01-2011,16:23:35,16:27:05,winter,Saturday,Relax,Meal_Preparation,Late afternoon
Meal_Preparation,,,,,,,9,44,16,6,1,2,,,,2,,,1,,,,,,,,,,,,,,,,,,3,29-01-2011,29-01-2011,16:34:13,16:37:35,winter,Saturday,Meal_Preparation,Relax,Late afternoon
Relax,,,,,,,,,,,8,,19,4,,,,,,,,,,,,,,,,,,,,,,,15,29-01-2011,29-01-2011,16:37:40,16:52:37,winter,Saturday,Meal_Preparation,Work,Late afternoon
Work,,,,,,,,,,,,,,,,,,,,,1,,29,,1,22,,,,,,,,,,,43,29-01-2011,29-01-2011,17:25:10,18:08:26,winter,Saturday,Relax,Leave_Home,Late afternoon
Leave_Home,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,0,29-01-2011,29-01-2011,18:22:23,18:22:28,winter,Saturday,Work,Enter_Home,Evening
Enter_Home,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,0,29-01-2011,29-01-2011,22:02:25,22:02:36,winter,Saturday,Leave_Home,Meal_Preparation,Late Night
